state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,number_customer_service_calls,churn,churn_0_1
WV,109,area_code_415,no,no,0,180.0,100,229.0,103,139.4,105,7.8,8,3,no,0
KY,95,area_code_510,no,no,0,157.3,116,197.5,77,128.2,111,8.4,4,2,no,0
NC,72,area_code_415,no,no,0,196.5,88,158.6,129,269.3,118,6.8,3,0,no,0
WV,73,area_code_415,no,no,0,240.3,130,162.5,83,231.9,136,11.9,3,0,no,0
AZ,108,area_code_415,no,no,0,193.3,126,154.7,85,174.8,98,9.4,6,3,no,0
WV,58,area_code_408,no,yes,39,211.9,40,274.4,76,210.5,139,5.4,4,1,no,0
WA,76,area_code_510,yes,no,0,246.8,110,206.3,63,208.4,123,13.2,5,0,yes,1
ID,103,area_code_415,no,no,0,174.7,151,148.0,56,168.2,109,15.8,3,6,yes,1
CT,87,area_code_415,no,no,0,240.0,83,134.1,106,189.1,84,9.3,2,0,yes,1
OK,35,area_code_510,no,yes,37,181.2,76,177.6,98,228.0,136,5.0,3,2,no,0
IA,88,area_code_415,no,no,0,113.7,67,165.1,127,141.5,142,10.8,3,1,no,0
ID,77,area_code_510,no,yes,29,211.1,89,223.5,97,148.4,106,9.7,9,2,no,0
SD,30,area_code_415,no,no,0,247.4,107,175.9,76,287.4,90,11.3,2,0,no,0
DE,53,area_code_415,no,yes,32,131.2,63,227.4,125,178.9,105,12.8,2,2,no,0
WA,152,area_code_510,no,no,0,161.4,84,163.6,88,153.2,121,11.8,5,1,no,0
MN,59,area_code_408,no,yes,32,211.9,120,202.9,136,213.5,95,8.8,5,1,no,0
WA,143,area_code_510,no,no,0,160.4,120,285.9,104,182.5,85,6.9,4,3,no,0
PA,142,area_code_510,no,yes,40,230.7,101,256.8,88,263.9,92,6.4,3,1,no,0
ID,105,area_code_408,no,no,0,232.6,96,253.4,117,154.0,101,10.5,9,1,no,0
MS,111,area_code_408,no,no,0,294.7,90,294.6,72,260.1,121,10.8,3,1,yes,1
WA,143,area_code_510,no,no,0,133.4,107,223.9,117,180.4,85,10.2,13,1,no,0
DC,93,area_code_408,no,yes,22,306.2,123,189.7,83,240.3,107,11.7,2,0,no,0
KY,79,area_code_415,no,no,0,236.8,135,186.4,87,126.9,112,10.4,5,2,no,0
TN,93,area_code_510,yes,no,0,168.4,114,276.0,127,196.2,48,11.4,3,1,no,0
ID,103,area_code_415,no,no,0,70.9,134,134.5,112,168.8,164,12.0,6,2,no,0
WI,93,area_code_415,no,no,0,152.1,141,215.5,107,262.4,111,12.0,7,1,no,0
OK,149,area_code_510,yes,no,0,180.9,79,194.9,83,197.8,109,8.8,9,3,no,0
WV,23,area_code_510,no,yes,31,156.6,84,161.5,96,294.6,107,9.4,6,1,no,0
SD,221,area_code_510,no,yes,24,180.5,85,224.1,92,205.7,103,2.4,3,0,no,0
KS,164,area_code_510,no,yes,30,238.8,100,230.0,121,206.3,66,13.2,8,1,no,0
NC,104,area_code_415,no,yes,18,182.1,66,213.6,65,193.0,108,13.4,9,2,no,0
NY,150,area_code_415,no,yes,35,139.6,72,332.8,170,213.8,105,8.8,2,2,no,0
WI,184,area_code_408,no,yes,12,200.3,76,253.6,105,149.3,93,10.2,5,0,no,0
SC,88,area_code_408,no,no,0,153.5,94,251.7,118,182.2,99,8.5,6,1,no,0
UT,61,area_code_415,yes,yes,29,128.2,119,171.7,83,250.9,114,11.7,6,3,no,0
NC,110,area_code_408,no,no,0,159.5,145,202.3,101,256.0,96,16.7,2,2,no,0
IN,115,area_code_415,no,no,0,226.4,101,276.8,60,213.4,82,12.3,4,3,yes,1
AR,33,area_code_408,no,no,0,251.9,81,194.6,96,211.2,87,8.4,3,2,no,0
ME,100,area_code_510,no,no,0,264.5,117,194.0,111,262.7,111,7.5,4,2,yes,1
NY,209,area_code_415,no,no,0,153.7,105,188.6,87,200.8,95,10.7,2,0,no,0
OR,27,area_code_510,no,no,0,232.1,81,210.8,101,165.4,87,15.0,6,5,no,0
IL,117,area_code_415,no,no,0,201.9,86,212.3,96,176.9,98,7.8,10,1,no,0
MA,87,area_code_408,no,no,0,186.9,79,182.6,105,143.1,90,4.2,14,1,no,0
CT,129,area_code_510,no,yes,27,196.6,89,180.6,95,245.0,83,6.6,5,1,no,0
WI,142,area_code_510,no,no,0,232.1,102,168.2,110,197.3,120,9.9,3,1,no,0
OK,112,area_code_415,no,no,0,166.0,79,74.6,100,247.9,74,6.3,7,0,no,0
DE,75,area_code_510,no,yes,28,200.6,96,164.1,111,169.6,153,2.5,5,1,no,0
AZ,97,area_code_408,no,yes,25,141.0,101,212.0,85,175.2,138,4.9,2,3,no,0
AK,121,area_code_408,no,yes,34,245.0,95,216.9,66,112.4,125,7.5,8,0,no,0
MI,142,area_code_415,yes,no,0,140.8,140,228.6,119,152.9,88,10.9,7,1,no,0
WA,121,area_code_510,no,no,0,255.1,93,266.9,97,197.7,118,8.8,3,3,yes,1
SD,87,area_code_415,no,yes,33,125.0,99,235.3,81,215.3,95,10.2,7,2,no,0
SD,34,area_code_408,no,no,0,180.6,65,280.4,99,292.4,105,5.0,3,1,no,0
AK,177,area_code_415,yes,no,0,248.7,118,172.3,73,191.9,87,11.3,2,1,yes,1
MA,58,area_code_415,no,yes,30,178.1,111,236.7,109,264.0,118,8.4,2,0,no,0
AR,113,area_code_415,yes,no,0,122.2,112,131.7,94,169.5,106,10.3,9,5,yes,1
KS,101,area_code_415,no,no,0,231.3,87,224.7,88,214.6,69,7.2,7,1,no,0
OR,89,area_code_415,no,no,0,111.2,101,122.1,94,180.8,85,12.6,2,3,no,0
NC,77,area_code_408,yes,yes,44,103.2,117,236.3,86,203.5,101,11.9,2,0,yes,1
OK,146,area_code_510,no,no,0,138.4,104,158.9,122,47.4,73,3.9,9,4,yes,1
NJ,93,area_code_415,no,no,0,146.3,85,216.6,95,233.0,82,11.5,3,0,no,0
NM,55,area_code_415,no,no,0,132.0,103,279.6,114,180.0,74,13.5,4,0,no,0
OH,88,area_code_408,no,no,0,274.6,105,161.1,121,194.4,123,9.2,4,2,no,0
MI,63,area_code_510,no,no,0,185.3,87,225.3,87,194.3,93,11.7,3,0,no,0
KS,127,area_code_415,no,yes,24,154.8,69,177.2,105,207.6,102,9.0,4,1,no,0
IL,57,area_code_415,no,yes,30,179.2,105,283.2,83,228.1,77,14.7,5,1,no,0
RI,138,area_code_510,yes,no,0,286.2,61,187.2,60,146.2,114,11.0,4,2,yes,1
NY,171,area_code_415,no,no,0,137.5,110,198.1,109,292.7,131,13.3,5,2,no,0
WY,148,area_code_408,no,no,0,243.0,115,191.8,91,117.8,93,13.4,5,2,no,0
NC,127,area_code_510,no,no,0,134.9,79,221.5,114,113.8,118,15.0,2,1,no,0
OR,61,area_code_415,no,no,0,234.2,76,216.7,108,130.6,122,13.9,2,1,no,0
VT,131,area_code_415,no,no,0,175.1,73,171.9,116,131.1,94,7.3,6,1,no,0
SD,88,area_code_408,no,no,0,142.2,107,262.4,84,139.2,99,10.1,5,1,no,0
RI,89,area_code_415,no,yes,24,97.8,98,207.2,67,214.5,126,5.9,2,0,no,0
ID,82,area_code_415,no,no,0,266.9,83,229.7,74,251.7,99,11.0,6,3,yes,1
OK,138,area_code_510,no,yes,33,155.2,139,268.3,79,186.4,71,9.7,4,3,no,0
MN,115,area_code_415,no,no,0,200.2,92,244.9,107,190.9,96,8.8,3,1,no,0
WV,117,area_code_510,yes,no,0,198.4,121,249.5,104,162.8,115,10.5,5,1,no,0
NH,60,area_code_415,no,no,0,180.3,67,208.0,68,181.2,101,12.8,6,2,no,0
WI,62,area_code_415,no,no,0,86.3,84,238.7,99,238.4,79,12.5,1,2,no,0
MD,133,area_code_510,no,no,0,295.0,141,223.6,101,229.4,109,12.9,4,2,yes,1
IN,131,area_code_408,no,no,0,240.9,108,167.4,91,322.2,109,14.7,8,3,no,0
IN,65,area_code_408,no,no,0,207.7,109,217.5,117,125.6,111,8.0,5,1,no,0
NY,120,area_code_510,no,yes,27,128.5,115,163.7,91,242.9,121,0.0,0,1,no,0
OR,142,area_code_510,no,yes,22,224.4,114,146.0,106,241.4,98,8.8,2,1,no,0
OK,134,area_code_415,no,no,0,164.9,115,126.5,96,238.5,125,10.0,9,2,no,0
WI,87,area_code_415,no,no,0,238.0,97,164.5,97,282.5,132,10.6,6,2,no,0
NJ,139,area_code_415,no,yes,43,231.0,85,222.3,82,148.0,105,8.3,5,2,no,0
AR,76,area_code_408,no,no,0,107.3,140,238.2,133,271.8,116,10.0,3,4,yes,1
UT,100,area_code_408,no,no,0,185.0,122,182.5,92,274.9,92,5.1,8,1,no,0
DC,99,area_code_415,no,yes,31,244.1,71,203.4,58,234.0,115,7.7,4,3,no,0
AZ,48,area_code_415,no,yes,27,141.1,109,224.7,94,174.3,122,13.2,2,1,no,0
KS,57,area_code_415,no,no,0,158.1,117,115.2,149,182.4,92,11.8,7,0,no,0
KS,170,area_code_415,no,yes,42,199.5,119,135.0,90,184.6,49,10.9,3,4,yes,1
SC,78,area_code_415,no,no,0,109.5,105,286.1,90,247.6,113,4.9,9,1,no,0
CA,127,area_code_510,no,no,0,107.9,128,187.0,77,218.5,95,0.0,0,0,no,0
MI,119,area_code_510,yes,yes,22,172.1,119,223.6,133,150.0,94,13.9,20,1,yes,1
RI,95,area_code_408,no,no,0,160.0,133,215.3,98,188.9,87,9.1,4,0,no,0
TN,110,area_code_415,no,no,0,227.7,88,170.0,96,128.7,57,11.7,5,1,no,0
CT,74,area_code_510,no,no,0,203.8,77,205.1,111,154.9,109,9.0,2,1,no,0
ME,148,area_code_408,no,yes,33,241.7,84,165.8,84,160.6,80,11.3,3,1,no,0
MD,83,area_code_510,no,no,0,78.1,70,239.3,115,144.4,112,12.3,4,1,no,0
NC,73,area_code_408,no,no,0,187.8,95,149.2,143,201.4,113,11.0,4,2,no,0
SC,111,area_code_415,no,yes,21,127.1,94,228.3,116,166.7,108,7.1,3,1,no,0
CA,84,area_code_415,no,no,0,280.0,113,202.2,90,156.8,103,10.4,4,0,yes,1
LA,75,area_code_510,yes,no,0,153.2,78,210.8,99,153.5,100,7.8,3,1,no,0
WI,114,area_code_415,no,yes,26,137.1,88,155.7,125,247.6,94,11.5,7,2,no,0
IL,71,area_code_510,yes,no,0,186.1,114,198.6,140,206.5,80,13.8,5,4,yes,1
IN,58,area_code_415,no,yes,22,224.1,127,238.8,85,174.2,86,11.5,7,2,no,0
AL,106,area_code_408,no,yes,29,83.6,131,203.9,131,229.5,73,8.1,3,1,no,0
OK,172,area_code_408,no,no,0,203.9,109,234.0,123,160.7,65,17.8,4,4,no,0
IA,45,area_code_415,no,no,0,211.3,87,165.7,97,265.9,72,13.3,6,1,no,0
VT,100,area_code_408,yes,no,0,219.4,112,225.7,102,255.3,95,12.0,4,4,no,0
NY,94,area_code_415,no,no,0,190.4,91,92.0,107,224.8,108,13.6,17,2,no,0
LA,128,area_code_415,no,no,0,147.7,94,283.3,83,188.3,124,6.9,5,2,no,0
SC,181,area_code_408,no,no,0,229.9,130,144.4,93,262.4,110,14.2,4,2,no,0
ID,127,area_code_408,no,no,0,102.8,128,143.7,95,191.4,97,10.0,5,1,no,0
MO,89,area_code_415,no,no,0,178.7,81,233.7,74,131.9,120,9.1,4,1,no,0
ME,149,area_code_415,no,yes,18,148.5,106,114.5,106,178.3,98,6.5,4,0,no,0
MS,103,area_code_510,no,yes,29,164.1,111,219.1,96,220.3,108,12.3,9,0,no,0
SD,163,area_code_415,yes,no,0,197.2,90,188.5,113,211.1,94,7.8,8,1,no,0
GA,122,area_code_510,yes,no,0,140.0,101,196.4,77,120.1,133,9.7,4,4,yes,1
VT,60,area_code_415,no,no,0,193.9,118,85.0,110,210.1,134,13.2,8,3,no,0
MD,62,area_code_408,no,no,0,321.1,105,265.5,122,180.5,72,11.5,2,4,yes,1
IN,117,area_code_415,no,no,0,118.4,126,249.3,97,227.0,56,13.6,3,5,yes,1
WV,159,area_code_415,no,no,0,169.8,114,197.7,105,193.7,82,11.6,4,1,no,0
OH,78,area_code_408,no,no,0,193.4,99,116.9,88,243.3,109,9.3,4,2,no,0
OH,96,area_code_415,no,no,0,106.6,128,284.8,87,178.9,92,14.9,7,1,no,0
SC,79,area_code_415,no,no,0,134.7,98,189.7,68,221.4,128,11.8,5,2,no,0
AZ,192,area_code_415,no,yes,36,156.2,77,215.5,126,279.1,83,9.9,6,2,no,0
WV,68,area_code_415,no,no,0,231.1,57,153.4,55,191.3,123,9.6,4,3,no,0
RI,28,area_code_510,no,no,0,180.8,109,288.8,58,191.9,91,14.1,6,2,no,0
CT,184,area_code_510,yes,no,0,213.8,105,159.6,84,139.2,137,5.0,10,2,no,0
TN,74,area_code_415,no,yes,25,234.4,113,265.9,82,241.4,77,13.7,4,0,no,0
MT,137,area_code_510,no,no,0,223.6,86,244.8,139,94.2,81,9.5,7,0,no,0
OH,103,area_code_408,no,yes,29,294.7,95,237.3,105,300.3,127,13.7,6,1,no,0
NM,99,area_code_415,no,no,0,216.8,123,126.4,88,220.6,82,15.7,2,1,no,0
SC,108,area_code_415,no,no,0,197.4,78,124.0,101,204.5,107,7.7,4,2,no,0
IA,117,area_code_415,no,no,0,226.5,85,141.6,68,223.0,90,6.9,5,1,no,0
ND,63,area_code_415,no,yes,32,218.9,124,214.3,125,260.3,120,12.9,3,1,no,0
MO,138,area_code_510,no,no,0,89.1,117,126.8,46,190.5,71,9.9,4,2,no,0
TX,128,area_code_415,no,yes,43,177.8,100,147.3,89,194.2,92,11.9,1,0,no,0
TX,140,area_code_415,no,no,0,93.2,109,197.6,116,219.8,94,10.5,2,1,no,0
ME,102,area_code_415,no,no,0,228.1,86,156.0,97,227.9,124,10.6,9,1,no,0
MN,96,area_code_408,no,no,0,208.1,93,189.2,107,279.6,90,7.4,2,1,no,0
KS,178,area_code_415,no,yes,22,112.8,66,232.6,100,194.8,119,14.3,3,1,no,0
MN,75,area_code_415,no,no,0,225.3,124,228.0,81,254.3,106,11.7,3,1,no,0
NC,106,area_code_415,no,yes,25,169.4,105,240.5,108,159.4,114,13.9,5,4,no,0
HI,158,area_code_510,no,no,0,193.3,121,208.1,97,228.1,99,7.1,9,1,no,0
CO,102,area_code_510,no,no,0,95.6,88,167.6,106,177.3,95,9.8,2,3,no,0
TN,92,area_code_510,no,yes,25,79.8,99,313.6,120,135.5,104,9.3,8,2,no,0
OH,69,area_code_415,no,no,0,229.2,111,165.3,104,235.1,80,5.2,5,1,no,0
OR,117,area_code_415,no,yes,38,259.3,94,245.6,71,269.3,125,9.2,1,3,no,0
NE,76,area_code_415,no,yes,41,212.6,110,172.7,97,186.3,78,10.1,5,0,no,0
ID,72,area_code_415,yes,no,0,101.0,110,240.0,70,333.5,105,11.1,6,0,no,0
WY,115,area_code_415,yes,yes,6,140.1,125,157.9,100,249.4,96,10.1,3,1,no,0
MD,68,area_code_408,no,no,0,150.4,106,199.0,131,109.7,103,12.3,3,3,no,0
AZ,97,area_code_415,no,no,0,100.8,74,233.8,88,208.7,79,12.6,3,2,no,0
IA,92,area_code_415,no,no,0,138.1,131,175.7,128,192.7,119,10.0,3,3,no,0
KS,90,area_code_415,no,yes,30,191.3,104,257.1,109,177.7,89,11.0,1,1,no,0
MS,72,area_code_510,no,no,0,168.3,76,212.4,126,200.2,132,12.0,3,2,no,0
CA,73,area_code_415,no,no,0,137.6,113,179.7,75,172.8,71,10.7,2,1,yes,1
OH,54,area_code_415,no,no,0,255.4,122,22.3,87,152.6,72,11.1,6,0,no,0
NE,161,area_code_415,no,no,0,166.2,125,279.4,78,181.0,85,13.4,6,1,no,0
CA,125,area_code_510,yes,no,0,158.7,112,155.7,126,246.0,110,8.3,1,2,yes,1
OR,194,area_code_415,no,no,0,258.3,76,306.0,88,241.8,106,13.6,4,1,yes,1
MT,69,area_code_510,no,yes,40,77.0,106,161.7,94,188.6,82,12.5,6,1,no,0
WI,141,area_code_415,no,yes,33,168.4,127,185.1,106,220.0,78,11.0,4,2,no,0
SD,98,area_code_415,no,no,0,307.2,65,138.6,97,381.6,99,10.2,4,2,yes,1
OH,110,area_code_510,no,no,0,175.6,91,236.5,127,194.9,114,9.5,8,0,no,0
ME,70,area_code_415,no,no,0,169.1,48,219.8,62,193.5,105,10.7,8,3,no,0
NM,72,area_code_415,no,no,0,190.7,111,241.6,103,278.1,95,4.4,3,1,no,0
WV,66,area_code_415,no,no,0,239.6,120,230.3,110,153.0,82,8.6,3,1,no,0
MN,79,area_code_510,no,no,0,121.3,112,282.8,107,123.1,83,7.4,4,1,no,0
MI,61,area_code_408,no,no,0,208.4,102,326.1,96,201.9,73,10.1,8,1,yes,1
CO,97,area_code_510,yes,no,0,230.6,131,261.3,136,157.1,96,6.8,4,0,no,0
HI,63,area_code_415,no,no,0,112.5,95,211.2,67,227.5,96,11.1,8,0,no,0
VT,105,area_code_510,no,no,0,167.7,93,234.1,103,169.7,121,6.9,5,3,no,0
OR,159,area_code_408,no,no,0,180.1,103,193.4,148,251.2,109,13.4,5,0,no,0
NM,83,area_code_510,no,no,0,129.6,81,189.7,117,219.0,118,9.8,4,2,no,0
SD,93,area_code_510,no,no,0,215.5,108,230.9,70,144.1,134,13.2,4,0,no,0
UT,98,area_code_415,no,no,0,211.9,65,224.6,95,233.0,81,9.9,3,2,no,0
NJ,163,area_code_415,no,no,0,82.0,95,125.2,103,171.3,107,8.0,4,1,no,0
MA,169,area_code_408,no,yes,22,149.1,103,207.2,91,265.4,92,11.4,7,2,no,0
NV,111,area_code_415,no,no,0,304.6,56,157.6,101,188.2,116,12.4,1,1,yes,1
TN,163,area_code_510,no,no,0,277.7,118,115.3,91,170.3,90,10.4,8,0,no,0
LA,85,area_code_408,no,no,0,209.1,57,110.7,111,113.3,113,12.8,4,1,no,0
FL,190,area_code_415,no,no,0,196.1,95,228.3,88,243.6,95,7.6,3,3,no,0
FL,39,area_code_510,no,no,0,121.6,99,267.6,99,99.7,88,7.1,2,1,no,0
SC,84,area_code_415,no,no,0,204.1,132,164.4,117,165.1,123,0.0,0,1,no,0
ID,71,area_code_415,no,no,0,212.1,114,235.9,91,207.7,135,11.3,5,4,no,0
WY,114,area_code_415,no,no,0,178.3,86,176.5,99,187.1,83,13.8,2,1,no,0
NE,135,area_code_415,no,no,0,181.8,92,159.6,63,232.4,78,7.0,6,0,no,0
CO,93,area_code_415,no,no,0,120.6,104,205.5,95,182.5,107,9.6,6,2,no,0
VA,82,area_code_415,no,no,0,172.4,112,131.7,89,182.8,78,8.8,9,1,no,0
WV,64,area_code_415,no,no,0,160.6,110,171.9,97,105.2,56,7.3,2,0,yes,1
AZ,76,area_code_408,no,yes,12,98.4,100,187.5,119,177.0,68,15.1,3,1,no,0
KS,112,area_code_415,no,no,0,109.0,126,212.7,106,208.3,92,7.9,3,1,no,0
SD,137,area_code_415,no,no,0,144.5,119,167.3,89,175.1,76,6.1,4,5,yes,1
ID,140,area_code_510,no,no,0,193.1,82,260.3,107,241.3,93,13.3,5,2,no,0
TX,106,area_code_415,no,no,0,182.8,96,193.7,93,219.5,113,7.7,2,2,no,0
SD,166,area_code_510,no,yes,32,148.4,86,170.6,119,201.5,124,11.3,12,1,no,0
TN,137,area_code_408,no,no,0,75.8,107,256.9,98,204.4,118,10.5,3,2,no,0
TN,161,area_code_415,no,no,0,198.0,90,186.4,102,219.2,90,9.3,2,1,no,0
DE,120,area_code_415,no,no,0,253.2,95,210.8,86,253.9,81,9.5,4,5,yes,1
TN,187,area_code_510,no,yes,25,199.9,64,134.6,110,210.4,78,11.7,6,3,no,0
OR,102,area_code_415,no,yes,25,187.5,105,272.3,88,216.4,91,11.7,2,2,no,0
IA,82,area_code_408,no,no,0,183.6,111,303.5,88,189.8,115,10.3,6,0,no,0
MI,100,area_code_510,no,yes,21,86.1,95,189.9,126,201.3,113,11.7,4,0,no,0
AR,45,area_code_408,no,no,0,126.8,83,157.8,100,158.3,97,11.0,4,3,no,0
TN,114,area_code_415,no,no,0,108.3,95,168.3,104,153.1,109,9.1,2,1,no,0
WV,43,area_code_408,yes,no,0,160.5,92,235.8,121,111.8,95,13.8,5,1,yes,1
IL,103,area_code_408,no,no,0,147.3,81,158.4,88,193.8,103,11.0,3,2,no,0
DE,57,area_code_510,no,no,0,165.1,91,240.8,56,277.0,100,9.5,3,2,no,0
NC,52,area_code_408,no,yes,31,122.2,88,139.0,100,141.9,141,5.7,10,3,no,0
IA,74,area_code_408,no,no,0,156.3,102,273.1,118,215.8,113,9.0,4,3,no,0
AL,74,area_code_408,no,yes,46,277.7,109,270.0,114,165.3,82,10.4,2,1,no,0
HI,40,area_code_415,yes,yes,21,147.4,117,262.8,110,202.0,97,10.9,5,0,no,0
PA,83,area_code_415,no,no,0,228.4,113,163.3,103,248.0,114,7.8,6,1,no,0
RI,102,area_code_510,no,no,0,184.6,133,166.8,94,225.2,105,6.8,8,1,no,0
DC,79,area_code_408,no,yes,25,219.0,95,241.9,95,203.4,102,5.6,5,4,no,0
TN,110,area_code_510,no,no,0,220.9,100,279.6,76,239.8,107,13.5,9,1,yes,1
AL,69,area_code_408,no,yes,27,188.4,104,320.6,128,161.7,120,9.7,7,1,no,0
IN,56,area_code_510,no,no,0,254.8,83,194.0,98,186.2,118,13.5,2,4,no,0
UT,133,area_code_510,no,no,0,338.4,86,234.6,97,264.8,139,14.8,4,3,yes,1
VA,131,area_code_415,no,no,0,143.1,114,138.1,119,199.4,100,8.9,3,3,no,0
CT,60,area_code_415,no,yes,20,118.3,113,253.8,97,172.8,78,9.4,4,1,no,0
PA,92,area_code_510,no,no,0,185.9,111,216.8,93,231.0,58,8.5,2,1,no,0
MI,52,area_code_510,no,no,0,219.0,100,148.9,110,151.8,129,11.9,8,3,no,0
NC,135,area_code_510,no,yes,18,180.1,90,152.5,65,258.2,85,12.7,9,1,no,0
GA,107,area_code_408,no,no,0,114.9,119,239.7,91,165.3,112,12.6,5,2,no,0
PA,110,area_code_510,no,no,0,158.6,97,204.4,123,182.5,123,11.3,3,2,no,0
DE,109,area_code_415,yes,yes,36,244.2,147,199.7,65,144.4,109,15.4,3,2,yes,1
NY,90,area_code_415,no,no,0,180.0,58,229.4,88,162.2,110,13.2,9,1,no,0
NE,115,area_code_415,no,no,0,135.4,104,138.8,91,208.5,92,5.4,3,1,no,0
ME,73,area_code_408,no,no,0,272.4,112,252.2,91,255.4,112,10.9,5,1,yes,1
NJ,127,area_code_510,no,no,0,262.9,95,175.9,126,202.1,101,7.5,5,1,no,0
DE,79,area_code_415,no,no,0,66.7,124,204.0,91,254.7,110,15.1,2,1,no,0
CT,133,area_code_408,no,no,0,240.8,72,202.7,62,212.9,76,7.7,5,1,no,0
KY,47,area_code_415,no,yes,40,158.3,90,213.2,71,123.0,132,14.0,2,2,no,0
CO,53,area_code_510,no,yes,24,201.7,87,251.7,97,297.4,95,7.9,5,0,no,0
NH,148,area_code_510,no,no,0,168.8,102,248.1,125,250.7,96,10.6,4,1,no,0
MA,72,area_code_415,no,no,0,141.9,98,188.1,63,115.2,49,12.0,5,2,no,0
LA,96,area_code_510,no,no,0,182.6,75,188.6,67,137.7,81,9.5,3,5,yes,1
IL,55,area_code_415,no,no,0,203.7,80,230.2,112,120.3,48,9.4,1,3,no,0
MI,143,area_code_415,no,no,0,191.6,53,104.6,104,195.8,125,10.7,9,3,no,0
IN,60,area_code_415,no,no,0,136.4,147,219.9,101,99.7,73,7.0,3,0,no,0
CO,90,area_code_415,no,yes,30,168.2,103,220.9,75,224.3,105,8.2,2,0,no,0
TX,65,area_code_415,no,no,0,217.9,89,238.8,101,194.4,105,6.6,4,0,no,0
IA,93,area_code_408,no,no,0,198.1,93,236.1,95,127.3,121,12.6,4,2,no,0
UT,117,area_code_408,yes,yes,15,178.8,81,286.1,85,229.4,128,7.1,5,1,no,0
AL,96,area_code_415,no,yes,18,262.9,57,190.2,107,293.5,103,11.8,4,3,no,0
NV,60,area_code_415,no,no,0,197.0,130,219.2,105,102.8,113,12.6,4,1,no,0
IA,157,area_code_510,no,no,0,102.9,94,229.1,96,198.7,129,13.6,2,1,no,0
UT,89,area_code_408,no,no,0,144.2,74,164.7,119,279.2,121,12.1,7,4,yes,1
PA,91,area_code_415,no,no,0,139.8,109,157.0,91,218.6,122,13.6,4,3,no,0
VA,104,area_code_415,no,no,0,139.7,112,199.8,127,189.3,104,10.3,2,2,no,0
SC,40,area_code_415,no,no,0,309.4,86,271.3,98,197.1,116,11.2,5,3,yes,1
WV,161,area_code_415,no,no,0,159.6,102,212.6,119,151.4,83,12.6,7,5,yes,1
KY,131,area_code_408,no,yes,29,239.7,102,212.8,109,187.7,77,10.5,2,1,no,0
DC,79,area_code_510,no,no,0,161.1,110,170.6,111,274.4,80,7.6,2,2,no,0
HI,161,area_code_408,no,no,0,165.4,88,209.7,111,270.7,129,10.5,3,4,no,0
MS,108,area_code_415,no,yes,28,221.3,117,156.0,102,159.3,80,8.7,3,0,no,0
WV,69,area_code_415,yes,no,0,176.8,89,196.0,89,232.6,151,13.1,5,1,yes,1
NC,80,area_code_408,no,no,0,196.0,75,237.8,112,220.1,127,13.9,5,1,no,0
ME,146,area_code_415,no,no,0,174.3,113,200.7,107,281.2,145,11.6,3,4,no,0
WY,113,area_code_408,no,no,0,158.4,107,142.2,104,174.7,108,14.9,2,0,no,0
ME,29,area_code_415,no,yes,38,149.4,93,189.8,96,127.4,71,6.0,3,1,no,0
KY,78,area_code_415,no,no,0,145.5,124,143.4,71,291.1,123,9.5,5,3,no,0
GA,120,area_code_510,no,no,0,147.7,101,144.1,71,237.0,115,11.1,5,0,no,0
IN,185,area_code_415,no,no,0,89.4,77,288.9,128,162.9,93,10.4,2,3,no,0
VA,130,area_code_415,no,no,0,138.7,68,205.6,102,231.2,108,13.6,3,2,no,0
DC,59,area_code_415,no,yes,26,205.4,68,115.0,115,214.7,130,9.4,2,5,no,0
ID,139,area_code_408,no,no,0,187.4,86,169.3,116,153.4,88,11.7,3,1,no,0
DE,12,area_code_415,no,no,0,206.1,105,246.6,104,254.6,83,12.1,7,2,no,0
MN,42,area_code_408,no,yes,34,131.5,143,185.3,109,177.3,117,10.9,5,0,no,0
WY,63,area_code_415,no,no,0,120.1,103,179.2,132,127.3,82,6.3,4,1,no,0
NY,143,area_code_415,no,no,0,168.6,85,176.3,89,282.3,69,13.3,10,1,no,0
AR,156,area_code_510,no,no,0,189.4,114,145.7,96,192.8,121,4.5,13,0,no,0
TX,98,area_code_408,no,no,0,158.5,90,254.4,67,178.4,104,14.8,5,2,no,0
LA,140,area_code_415,no,yes,27,176.0,141,201.3,143,167.9,93,7.1,5,3,no,0
UT,102,area_code_510,no,yes,45,129.2,142,239.4,114,223.4,66,8.7,4,0,no,0
VA,71,area_code_415,no,yes,49,174.0,122,168.6,85,132.1,120,7.8,4,1,no,0
TX,104,area_code_415,no,no,0,261.2,81,209.1,130,281.1,121,11.3,1,2,yes,1
TN,96,area_code_415,no,no,0,264.6,117,264.1,121,77.1,89,8.1,4,0,no,0
PA,90,area_code_408,no,no,0,160.9,97,136.4,46,209.0,121,9.1,4,2,no,0
CT,106,area_code_510,no,yes,36,124.8,93,241.7,83,219.0,110,11.3,3,1,no,0
DE,148,area_code_510,no,no,0,230.6,92,185.6,97,183.2,79,6.2,4,2,no,0
UT,95,area_code_408,no,yes,35,229.1,143,148.2,104,248.4,110,3.9,3,0,no,0
OK,127,area_code_408,no,no,0,212.9,92,260.1,124,177.6,85,8.6,2,2,no,0
NH,79,area_code_408,no,yes,30,124.8,99,207.6,142,175.0,95,4.6,3,1,no,0
